Rank,Stock,Ticker,Type,Quantity,Market Value,% Portfolio,Previous % Portfolio,Change,% Change,Change Type,% Ownership,Sector,Source Type,Source Date,Avg Price
145,INTEL CORP.,INTC,CALL,5438700.0,348077000.0,0.0852508,0.0776,-555700.0,-9.270319,REDUCTION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
146,ZILLOW GROUP INC NOTE 1.375% 9/0,DEBT-ZILL,PRN,114750000.0,343327000.0,0.0840874,0.0701,25250000.0,28.212291,ADDITION,N/A, ,13F,03/31/2021,N/A
147,SLACK TECHNOLOGIES INC,WORK,N/A,8394238.0,341058000.0,0.0835317,0.0949,-248068.0,-2.870391,REDUCTION,1.6738590,INFORMATION TECHNOLOGY,13F,03/31/2021,41.97
148,EXXONMOBIL CORP. (STANDARD OIL OF NEW JERSEY),XOM,CALL,6101000.0,340619000.0,0.0834242,0.038,2558300.0,72.213284,ADDITION,N/A,ENERGY,13F,03/31/2021,N/A
149,CATERPILLAR INC.,CAT,PUT,1466900.0,340130000.0,0.0833044,0.0767,-153100.0,-9.450617,REDUCTION,N/A,INDUSTRIALS,13F,03/31/2021,N/A
150,ARK INNOVATION ETF,ARKK,CALL,2833200.0,339842000.0,0.0832339,0.0304,1893800.0,201.596764,ADDITION,NO DATA,FINANCE,13F,03/31/2021,N/A
151,FORD MOTOR CO.,F,N/A,27592701.0,338011000.0,0.0827854,0.0059,24995491.0,962.397765,ADDITION,0.7060852,CONSUMER DISCRETIONARY,13F,03/31/2021,11.6608
152,MERCK & CO,MRK,N/A,4592084.48,337790000.0,0.0827313,0.1051,-586643.15,-11.32794,REDUCTION,0.1731705,HEALTH CARE,13F,03/31/2021,80.93
153,WELLS FARGO & CO.  (NORTHWEST BANCORPORATION),WFC,N/A,8635148.0,337376000.0,0.0826299,0.0473,2603192.0,43.156681,ADDITION,0.2088736,FINANCE,13F,03/31/2021,30.3104
154,MODERNA INC,MRNA,CALL,2566800.0,336122000.0,0.0823228,0.0451,904700.0,54.431141,ADDITION,N/A,HEALTH CARE,13F,03/31/2021,N/A
155,GOLDMAN SACHS GROUP INC,GS,PUT,1027400.0,335960000.0,0.0822831,0.0886,-264900.0,-20.498336,REDUCTION,N/A,FINANCE,13F,03/31/2021,N/A
156,IHS MARKIT LTD,INFO,N/A,3450361.0,333926000.0,0.0817849,0.0846,-170601.0,-4.711483,REDUCTION,0.8142556,INFORMATION TECHNOLOGY,13F,03/31/2021,86.85
157,CATERPILLAR INC.,CAT,CALL,1438400.0,333522000.0,0.081686,0.0498,385500.0,36.613164,ADDITION,N/A,INDUSTRIALS,13F,03/31/2021,N/A
158,S&P GLOBAL INC. (MCGRAW-HILL INC.),SPGI,N/A,939177.0,331408000.0,0.0811682,0.0296,593392.0,171.607213,ADDITION,0.3901857,COMMUNICATIONS,13F,03/31/2021,343.9822
159,BANK OF AMERICA CORP. (NORTH CAROLINA NATIONAL BANK),BAC,PUT,8543400.0,330544000.0,0.0809566,0.1356,-8662300.0,-50.345525,REDUCTION,N/A,FINANCE,13F,03/31/2021,N/A
160,ARK INNOVATION ETF,ARKK,PUT,2737700.0,328387000.0,0.0804283,0.0248,1972400.0,257.728995,ADDITION,NO DATA,FINANCE,13F,03/31/2021,N/A
161,AMERICAN AIRLINES GROUP INC,AAL,PUT,13595800.0,324940000.0,0.0795841,0.0587,-714600.0,-4.993571,REDUCTION,N/A,TRANSPORTS,13F,03/31/2021,N/A
162,ISHARES MSCI EMERGING INDEX FUND,EEM,CALL,6070800.0,323816000.0,0.0793088,0.1626,-6030300.0,-49.83266,REDUCTION,NO DATA,FINANCE,13F,03/31/2021,N/A
163,GENERAL MOTORS CO,GM,N/A,5616808.0,322742000.0,0.0790458,0.0578,279871.0,5.244038,ADDITION,0.3898090,CONSUMER DISCRETIONARY,13F,03/31/2021,41.2216
164,THE TRADE DESK INC CLASS A,TTD,CALL,4927000.0,321073000.0,0.078637,0.1451,-2038000.0,-29.260589,REDUCTION,N/A,COMMUNICATIONS,13F,03/31/2021,N/A
165,PELOTON INTERACTIVE INC,PTON,CALL,2852500.0,320735000.0,0.0785542,0.0629,1258400.0,78.941095,ADDITION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
166,BROADCOM LTD. (AVAGO TECHNOLOGIES),AVGO,CALL,691500.0,320621000.0,0.0785263,0.0604,160700.0,30.275057,ADDITION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
167,BANK OF AMERICA CORP. (NORTH CAROLINA NATIONAL BANK),BAC,CALL,8269900.0,319962000.0,0.0783649,0.0789,-1744900.0,-17.423214,REDUCTION,N/A,FINANCE,13F,03/31/2021,N/A
168,TELADOC HEALTH INC,TDOC,PUT,1742829.0,316759000.0,0.0775804,0.0623,545276.0,45.532515,ADDITION,N/A,HEALTH CARE,13F,03/31/2021,N/A
169,SEA LTD ADR,SE,CALL,1403600.0,313326000.0,0.0767396,0.0579,285600.0,25.545617,ADDITION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
170,GILEAD SCIENCES INC.,GILD,PUT,4781500.0,309028000.0,0.0756869,0.0774,-328500.0,-6.428571,REDUCTION,N/A,HEALTH CARE,13F,03/31/2021,N/A
171,ISHARES MSCI EMERGING INDEX FUND,EEM,PUT,5763600.0,307430000.0,0.0752956,0.0832,-428800.0,-6.924617,REDUCTION,NO DATA,FINANCE,13F,03/31/2021,N/A
172,ZILLOW GROUP INC NOTE 0.750% 9/0,DEBT-ZILL,PRN,102932000.0,306746000.0,0.075128,N/A,102932000.0,N/A,NEW,N/A, ,13F,03/31/2021,N/A
173,ISHARES 7-10 YEAR TREASURY BOND ETF,IEF,PUT,2710700.0,306119000.0,0.0749745,0.1035,-607000.0,-18.295807,REDUCTION,NO DATA,FINANCE,13F,03/31/2021,N/A
174,DOORDASH  INC.,DASH,PUT,2324400.0,304799000.0,0.0746512,0.1464,-1618900.0,-41.054447,REDUCTION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
175,LOWES COMPANIES  INC.,LOW,CALL,1601700.0,304611000.0,0.0746051,0.0624,105600.0,7.058352,ADDITION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
176,UBER TECHNOLOGIES INC,UBER,CALL,5537000.0,301822000.0,0.0739221,0.1077,-2588100.0,-31.853146,REDUCTION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
177,NIKE INC.,NKE,PUT,2240500.0,297740000.0,0.0729223,0.0595,623400.0,38.550492,ADDITION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
178,PALANTIR TECHNOLOGIES INC.,PLTR,N/A,12737103.0,296647000.0,0.0726546,0.0083,11379514.0,838.214953,ADDITION,0.7270008,INFORMATION TECHNOLOGY,13F,03/31/2021,23.3177
179,PFIZER  INC.,PFE,N/A,8158052.0,295566000.0,0.0723898,0.0566,2246608.0,38.004386,ADDITION,0.1462638,HEALTH CARE,13F,03/31/2021,36.1068
180,HOME DEPOT  INC. (THE),HD,PUT,967600.0,295360000.0,0.0723394,0.116,-712100.0,-42.394475,REDUCTION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
181,INTUITIVE SURGICAL INC,ISRG,CALL,398600.0,294541000.0,0.0721388,0.0697,70700.0,21.561452,ADDITION,N/A,HEALTH CARE,13F,03/31/2021,N/A
182,NIKE INC.,NKE,CALL,2214900.0,294338000.0,0.0720891,0.0678,371900.0,20.179056,ADDITION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
183,FIDELITY NATIONAL INFORMATION SERVICES INC,FIS,N/A,2052228.0,288564000.0,0.0706749,0.0603,412046.0,25.121968,ADDITION,0.3304031,FINANCE,13F,03/31/2021,135.5909
184,UNITED PARCEL SERVICE  INC. CLASS B,UPS,CALL,1665400.0,283101000.0,0.0693369,0.0549,411100.0,32.775253,ADDITION,N/A,TRANSPORTS,13F,03/31/2021,N/A
185,EXPEDIA GROUP INC,EXPE,N/A,1642232.0,282661000.0,0.0692291,0.0155,1191178.0,264.08767,ADDITION,1.1870890,CONSUMER DISCRETIONARY,13F,03/31/2021,160.87
186,TWILIO INC,TWLO,PUT,826100.0,281502000.0,0.0689453,0.0734,-7500.0,-0.899712,REDUCTION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
187,PALO ALTO NETWORKS INC,PANW,CALL,865100.0,278614000.0,0.068238,0.0636,176900.0,25.704737,ADDITION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
188,SERVICENOW INC,NOW,PUT,557100.0,278611000.0,0.0682372,0.0874,-53700.0,-8.791749,REDUCTION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
189,WELLS FARGO & CO.  (NORTHWEST BANCORPORATION),WFC,CALL,7105800.0,277624000.0,0.0679955,0.0821,-3360800.0,-32.109759,REDUCTION,N/A,FINANCE,13F,03/31/2021,N/A
190,TWITTER INC,TWTR,PUT,4349900.0,276784000.0,0.0677898,0.053,587800.0,15.624252,ADDITION,N/A,COMMUNICATIONS,13F,03/31/2021,N/A
191,PROCTER & GAMBLE CO. (OH) (1905),PG,CALL,2033000.0,275329000.0,0.0674334,0.0623,311000.0,18.060395,ADDITION,N/A,CONSUMER STAPLES,13F,03/31/2021,N/A
192,ISHARES MSCI BRAZIL CAPPED ETF,EWZ,CALL,8226000.0,275160000.0,0.067392,0.0408,3988100.0,94.105571,ADDITION,NO DATA,FINANCE,13F,03/31/2021,N/A
193,CISCO SYSTEMS  INC.,CSCO,CALL,5285700.0,273324000.0,0.0669423,0.0456,1370300.0,34.997701,ADDITION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
194,LOCKHEED MARTIN CORP.,LMT,CALL,739700.0,273320000.0,0.0669414,0.0349,361200.0,95.429326,ADDITION,N/A,INDUSTRIALS,13F,03/31/2021,N/A
195,UBER TECHNOLOGIES INC,UBER,N/A,5010852.0,273141000.0,0.0668975,0.1348,-5155685.0,-50.712303,REDUCTION,0.2696173,CONSUMER DISCRETIONARY,13F,03/31/2021,50.82
196,CHARTER COMMUNICATIONS INC,CHTR,PUT,442300.0,272908000.0,0.0668405,0.0429,193000.0,77.416767,ADDITION,N/A,COMMUNICATIONS,13F,03/31/2021,N/A
197,AUTOZONE INC.,AZO,PUT,192400.0,270187000.0,0.066174,0.049,33500.0,21.082442,ADDITION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
198,BLACKROCK INC. CLASS A,BLK,N/A,354933.0,267605000.0,0.0655416,0.0153,273473.0,335.714461,ADDITION,0.2325388,FINANCE,13F,03/31/2021,699.5023
199,DRAFTKINGS INC CL A,DKNG,CALL,4361300.0,267479000.0,0.0655108,0.0232,2444500.0,127.530259,ADDITION,N/A,FINANCE,13F,03/31/2021,N/A
200,DOCUSIGN INC,DOCU,CALL,1319500.0,267133000.0,0.065426,0.0807,-76700.0,-5.493482,REDUCTION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
201,NIO INC,NIO,CALL,6816000.0,265688000.0,0.0650721,0.0966,-808100.0,-10.599284,REDUCTION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
202,RH COMMON STOCK,RH,PUT,445100.0,265547000.0,0.0650376,0.0267,215300.0,93.690165,ADDITION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
203,CHEVRON CORP. (STANDARD OIL OF CALIFORNIA),CVX,CALL,2533671.0,265503000.0,0.0650268,0.0417,634086.0,33.380238,ADDITION,N/A,ENERGY,13F,03/31/2021,N/A
204,APPLIED MATERIALS INC.,AMAT,N/A,1987109.0,265477000.0,0.0650205,0.075,-1355551.0,-40.553063,REDUCTION,0.2165407,INFORMATION TECHNOLOGY,13F,03/31/2021,67.0
205,TARGET CORP.,TGT,PUT,1333800.0,264186000.0,0.0647043,0.0873,-567500.0,-29.847999,REDUCTION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
206,INTERNATIONAL BUSINESS MACHINES CORP,IBM,PUT,1982300.0,264161000.0,0.0646981,0.0526,373800.0,23.239043,ADDITION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
207,CHEVRON CORP. (STANDARD OIL OF CALIFORNIA),CVX,PUT,2513995.0,263442000.0,0.064522,0.0555,-13090.0,-0.517988,REDUCTION,N/A,ENERGY,13F,03/31/2021,N/A
208,ISHARES CHINA LARGE-CAP ETF,FXI,CALL,5618800.0,262173000.0,0.0642112,0.0306,3085300.0,121.780146,ADDITION,NO DATA,FINANCE,13F,03/31/2021,N/A
209,ALTRIA GROUP  INC. (PHILIP MORRIS),MO,N/A,5113002.0,261581000.0,0.0640663,0.0024,4888801.0,2180.543798,ADDITION,0.2750864,CONSUMER STAPLES,13F,03/31/2021,50.7825
210,DOCUSIGN INC,DOCU,PUT,1287300.0,260614000.0,0.0638294,0.0676,118600.0,10.148028,ADDITION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
211,UNITED PARCEL SERVICE  INC. CLASS B,UPS,PUT,1530500.0,260170000.0,0.0637207,0.0651,44000.0,2.959973,ADDITION,N/A,TRANSPORTS,13F,03/31/2021,N/A
212,COCA COLA CO.,KO,PUT,4929600.0,259839000.0,0.0636396,0.0356,2431700.0,97.349774,ADDITION,N/A,CONSUMER STAPLES,13F,03/31/2021,N/A
213,GENERAL MOTORS CO,GM,CALL,4502300.0,258702000.0,0.0633611,0.0414,675400.0,17.64875,ADDITION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
214,LYFT INC,LYFT,CALL,4066600.0,256928000.0,0.0629266,0.0401,923700.0,29.390054,ADDITION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
215,UNITEDHEALTH GROUP INC.,UNH,N/A,687301.0,255725000.0,0.062632,0.0237,426928.0,163.967846,ADDITION,0.0727057,HEALTH CARE,13F,03/31/2021,331.4249
216,WYNN RESORTS LTD,WYNN,CALL,2026600.0,254075000.0,0.0622279,0.0615,-70400.0,-3.357177,REDUCTION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
217,JD.COM INC ADR,JD,PUT,3003200.0,253260000.0,0.0620283,0.0883,-858700.0,-22.235169,REDUCTION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
218,RH COMMON STOCK,RH,PRN,81932000.0,252790000.0,0.0619132,0.0487,2000000.0,2.502127,ADDITION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
219,CROWDSTRIKE HOLDINGS INC,CRWD,N/A,1384283.0,252646000.0,0.0618779,0.0378,697059.0,101.43112,ADDITION,0.7089895,INFORMATION TECHNOLOGY,13F,03/31/2021,145.9615
220,SNAP INC CLASS A,SNAP,N/A,4822676.0,252178000.0,0.0617633,0.0314,2410507.0,99.931099,ADDITION,0.3848947,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2021,46.453
221,BIOGEN INC,BIIB,PUT,896300.0,250740000.0,0.0614111,0.063,-92500.0,-9.354773,REDUCTION,N/A,HEALTH CARE,13F,03/31/2021,N/A
222,MARVELL TECHNOLOGY GROUP LTD,MRVL,N/A,5108618.0,250220000.0,0.0612837,0.0224,3299034.0,182.308973,ADDITION,0.7560482,INFORMATION TECHNOLOGY,13F,03/31/2021,45.8168
223,ASML HOLDING NV (ADR),ASML,CALL,402300.0,248364000.0,0.0608292,0.029,173900.0,76.138354,ADDITION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
224,CISCO SYSTEMS  INC.,CSCO,N/A,4802313.0,248327000.0,0.0608201,0.0228,2841985.0,144.974974,ADDITION,0.1137508,INFORMATION TECHNOLOGY,13F,03/31/2021,46.6728
225,AIRBNB  INC.,ABNB,CALL,1314500.0,247047000.0,0.0605066,0.0154,912000.0,226.583851,ADDITION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
226,TARGET CORP.,TGT,N/A,1235411.0,244698000.0,0.0599313,0.026,669702.0,118.382773,ADDITION,0.2467023,CONSUMER DISCRETIONARY,13F,03/31/2021,164.7615
227,LAS VEGAS SANDS CORP,LVS,N/A,4012829.0,243819000.0,0.059716,0.0454,1081326.0,36.886403,ADDITION,0.5253288,CONSUMER DISCRETIONARY,13F,03/31/2021,50.4303
228,UNITED AIRLINES HOLDINGS INC,UAL,CALL,4227700.0,243262000.0,0.0595796,0.0523,-427000.0,-9.173524,REDUCTION,N/A,TRANSPORTS,13F,03/31/2021,N/A
229,JOHNSON CONTROLS INTERNATIONAL PLC (TYCO LABORATORIES),JCI,N/A,4068268.0,242754000.0,0.0594552,0.0194,2463329.0,153.484276,ADDITION,0.5653711,INDUSTRIALS,13F,03/31/2021,47.5036
230,WYNN RESORTS LTD,WYNN,PUT,1928500.0,241776000.0,0.0592156,0.0524,143200.0,8.021061,ADDITION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
231,PINTEREST INC,PINS,PUT,3252300.0,240768000.0,0.0589687,0.0315,1411200.0,76.649829,ADDITION,N/A,COMMUNICATIONS,13F,03/31/2021,N/A
232,APPLIED MATERIALS INC.,AMAT,CALL,1784600.0,238423000.0,0.0583944,0.0313,388300.0,27.80921,ADDITION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
233,LAS VEGAS SANDS CORP,LVS,PUT,3901700.0,237067000.0,0.0580623,0.0287,2048800.0,110.572616,ADDITION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
234,ENPHASE ENERGY INC,ENPH,PUT,1460600.0,236851000.0,0.0580094,0.0629,81500.0,5.909651,ADDITION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
235,BEYOND MEAT INC,BYND,PUT,1813800.0,236012000.0,0.0578039,0.0423,512300.0,39.362274,ADDITION,N/A,CONSUMER STAPLES,13F,03/31/2021,N/A
236,BLACKROCK INC. CLASS A,BLK,PUT,312600.0,235688000.0,0.0577246,0.0387,106100.0,51.380145,ADDITION,N/A,FINANCE,13F,03/31/2021,N/A
237,PINDUODUO INC NOTE 10/0,DEBT-PIND,PRN,74842000.0,235419000.0,0.0576587,0.1133,-99250000.0,-57.010087,REDUCTION,N/A, ,13F,03/31/2021,N/A
238,CROWDSTRIKE HOLDINGS INC,CRWD,CALL,1287900.0,235055000.0,0.0575695,0.0794,-154200.0,-10.69274,REDUCTION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
239,TWILIO INC,TWLO,CALL,689100.0,234818000.0,0.0575115,0.0579,31100.0,4.726444,ADDITION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
240,SQUARE INC,SQ,PRN,80260000.0,234649000.0,0.0574701,0.0558,3798000.0,4.967173,ADDITION,N/A,FINANCE,13F,03/31/2021,N/A
241,BILIBILI INC NOTE 1.375% 4/0,DEBT-BILI,PRN,54000000.0,234080000.0,0.0573307,0.0464,2500000.0,4.854369,ADDITION,N/A, ,13F,03/31/2021,N/A
242,AMERICAN TOWER CORP.  CLASS A,AMT,PUT,975700.0,233251000.0,0.0571277,0.026,530100.0,118.963196,ADDITION,N/A,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2021,N/A
243,LULULEMON ATHLETICA INC.,LULU,PUT,759400.0,232916000.0,0.0570456,0.0493,214200.0,39.288335,ADDITION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
244,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD ADR,TSM,N/A,1965480.0,232477000.0,0.0569381,0.0557,147.0,0.00748,ADDITION,0.0378992,INFORMATION TECHNOLOGY,13F,03/31/2021,80.9028
245,COSTCO CO.,COST,N/A,658428.0,232083000.0,0.0568416,0.0433,216656.0,49.042493,ADDITION,0.1487859,CONSUMER STAPLES,13F,03/31/2021,319.1942
246,HUMANA  INC.,HUM,N/A,550241.0,230689000.0,0.0565002,0.0273,293991.0,114.728195,ADDITION,0.4265024,HEALTH CARE,13F,03/31/2021,393.245
247,MCDONALDS CORP.,MCD,CALL,1029100.0,230662000.0,0.0564936,0.0324,447900.0,77.064694,ADDITION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
248,EXPEDIA GROUP INC,EXPE,CALL,1325900.0,228214000.0,0.055894,0.0365,265300.0,25.014143,ADDITION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
249,BILIBILI INC,BILI,PUT,2129500.0,227984000.0,0.0558377,0.0598,-555600.0,-20.691967,REDUCTION,N/A,COMMUNICATIONS,13F,03/31/2021,N/A
250,ISHARES SILVER TRUST,SLV,CALL,10002200.0,227050000.0,0.0556089,0.1549,-14241100.0,-58.742415,REDUCTION,NO DATA,FINANCE,13F,03/31/2021,N/A
251,SQUARE INC,SQ,N/A,986724.0,224036000.0,0.0548708,0.0147,726850.0,279.693236,ADDITION,0.2531186,FINANCE,13F,03/31/2021,198.1556
252,SPDR S&P FINANCIAL ETF,XLF,N/A,6579247.0,224024000.0,0.0548678,0.0138,4773933.0,264.437821,ADDITION,NO DATA,FINANCE,13F,03/31/2021,32.6369
253,ISHARES JP MORGAN USD EMERGING MARKETS B,EMB,PUT,2048000.0,222986000.0,0.0546136,0.0417,665800.0,48.169585,ADDITION,NO DATA,FINANCE,13F,03/31/2021,N/A
254,ALIGN TECHNOLOGY INC,ALGN,N/A,410955.0,222544000.0,0.0545053,0.0276,212550.0,107.129357,ADDITION,0.5193237,HEALTH CARE,13F,03/31/2021,468.9087
255,SERVICENOW INC,NOW,CALL,444500.0,222299000.0,0.0544453,0.0733,-67400.0,-13.166634,REDUCTION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
256,MCDONALDS CORP.,MCD,PUT,987500.0,221338000.0,0.05421,0.046,162800.0,19.740512,ADDITION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
257,JAZZ PHARMACEUTICALS PLC,JAZZ,N/A,1346522.0,221328000.0,0.0542075,0.0408,396471.0,41.731549,ADDITION,2.3906109,HEALTH CARE,13F,03/31/2021,131.1523
258,SVB FINANCIAL GROUP,SIVB,N/A,445853.0,220100000.0,0.0539067,N/A,445853.0,N/A,NEW,0.8577964,FINANCE,13F,03/31/2021,493.66
259,LAS VEGAS SANDS CORP,LVS,CALL,3615200.0,219660000.0,0.053799,0.0145,2677100.0,285.374694,ADDITION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
260,PALO ALTO NETWORKS INC,PANW,PUT,680400.0,219130000.0,0.0536692,0.0444,199900.0,41.602497,ADDITION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
261,GLOBAL PAYMENTS INC.,GPN,N/A,1079936.0,217694000.0,0.0533175,0.0349,456033.0,73.093574,ADDITION,0.3659677,INFORMATION TECHNOLOGY,13F,03/31/2021,185.7909
262,TEXAS INSTRUMENTS  INC.,TXN,PUT,1146900.0,216753000.0,0.053087,0.0307,427700.0,59.468854,ADDITION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
263,DEERE & CO.,DE,CALL,577400.0,216028000.0,0.0529094,0.0149,364800.0,171.58984,ADDITION,N/A,INDUSTRIALS,13F,03/31/2021,N/A
264,INTUITIVE SURGICAL INC,ISRG,PUT,291500.0,215401000.0,0.0527559,0.0528,43300.0,17.445608,ADDITION,N/A,HEALTH CARE,13F,03/31/2021,N/A
265,COGNIZANT TECHNOLOGY SOLUTIONS CORP,CTSH,N/A,2730709.0,213323000.0,0.0522469,0.0715,-625436.0,-18.635548,REDUCTION,0.5146317,INFORMATION TECHNOLOGY,13F,03/31/2021,67.92
266,UNION PACIFIC CORP.,UNP,CALL,963800.0,212431000.0,0.0520285,0.0233,532700.0,123.567618,ADDITION,N/A,TRANSPORTS,13F,03/31/2021,N/A
267,LULULEMON ATHLETICA INC.,LULU,CALL,690000.0,211630000.0,0.0518323,0.0522,113500.0,19.687771,ADDITION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
268,AT&T INC. (SOUTHWESTERN BELL - SBC CORP.),T,CALL,6974100.0,211106000.0,0.0517039,0.046,829300.0,13.495964,ADDITION,N/A,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2021,N/A
269,CVS HEALTH CORP. (MELVILLE SHOE),CVS,CALL,2790600.0,209937000.0,0.0514176,0.0396,559051.0,25.05215,ADDITION,N/A,CONSUMER STAPLES,13F,03/31/2021,N/A
270,DRAFTKINGS INC CL A,DKNG,PUT,3406700.0,208933000.0,0.0511717,0.0158,2099000.0,160.510821,ADDITION,N/A,FINANCE,13F,03/31/2021,N/A
271,AMETEK INC.,AME,N/A,1625972.0,207685000.0,0.0508661,0.0776,-842515.0,-34.130826,REDUCTION,0.7044945,INDUSTRIALS,13F,03/31/2021,78.22
272,SIGNATURE BANK (NEW YORK  NY),SBNY,N/A,918325.0,207633000.0,0.0508533,0.0348,-72313.0,-7.299639,REDUCTION,3.1170870,FINANCE,13F,03/31/2021,99.46
273,NUANCE COMMUNICATIONS  INC.,NUAN,PRN,97647000.0,206953000.0,0.0506868,0.048,10000000.0,11.409404,ADDITION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
274,APPLIED MATERIALS INC.,AMAT,PUT,1543800.0,206252000.0,0.0505151,0.0484,-614400.0,-28.468168,REDUCTION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
275,SPDR CONSUMER DISCRETIONARY SELECT SECTOR ETF,XLY,CALL,1225400.0,205953000.0,0.0504419,0.0475,88200.0,7.755892,ADDITION,NO DATA,FINANCE,13F,03/31/2021,N/A
276,DARDEN RESTAURANTS INC,DRI,N/A,1442765.0,204873000.0,0.0501774,0.0521,-239369.0,-14.230079,REDUCTION,1.1070247,CONSUMER DISCRETIONARY,13F,03/31/2021,103.07
277,ETSY INC,ETSY,CALL,1010700.0,203828000.0,0.0499214,0.0531,-136500.0,-11.898536,REDUCTION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
278,SPDR S&P OIL & GAS EXPLORATION & PRODUCT,XOP,CALL,2504250.0,203696000.0,0.0498891,0.0288,608150.0,32.07373,ADDITION,NO DATA,ENERGY,13F,03/31/2021,N/A
279,UBER TECHNOLOGIES INC,UBER,PUT,3728800.0,203257000.0,0.0497816,0.0409,646400.0,20.970672,ADDITION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
280,DEERE & CO.,DE,PUT,542200.0,202859000.0,0.0496841,0.0304,108200.0,24.930876,ADDITION,N/A,INDUSTRIALS,13F,03/31/2021,N/A
281,WALMART INC,WMT,N/A,1489353.0,202299000.0,0.0495469,0.0518,106891.0,7.73193,ADDITION,0.0528688,CONSUMER STAPLES,13F,03/31/2021,129.8429
282,ZIMMER BIOMET HOLDINGS INC,ZBH,N/A,1262542.0,202108000.0,0.0495002,0.0647,-351284.0,-21.767155,REDUCTION,0.6060689,HEALTH CARE,13F,03/31/2021,137.78
283,REGENERON PHARMACEUTICALS INC.,REGN,PUT,426400.0,201747000.0,0.0494117,0.0409,101100.0,31.079004,ADDITION,N/A,HEALTH CARE,13F,03/31/2021,N/A
284,VIACOMCBS INC. CLASS B,VIAC,PUT,4460607.0,201173000.0,0.0492712,0.0241,1967890.0,78.945584,ADDITION,N/A,COMMUNICATIONS,13F,03/31/2021,N/A
285,LOCKHEED MARTIN CORP.,LMT,PUT,539800.0,199456000.0,0.0488506,0.0274,243200.0,81.995954,ADDITION,N/A,INDUSTRIALS,13F,03/31/2021,N/A
286,VANECK VECTORS SEMICONDUCTOR ETF,SMH,CALL,817200.0,199029000.0,0.0487461,0.0577,-199600.0,-19.630212,REDUCTION,NO DATA,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
